Data as of,Start Week,End Week,State,Condition Group,Condition,ICD10_codes,Age Group,COVID-19 Deaths,Number of Mentions,Flag
01/10/2021,01/04/2020,01/09/2021,AK,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",0-24,0,0,
01/10/2021,01/04/2020,01/09/2021,AK,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",25-34,0,0,
01/10/2021,01/04/2020,01/09/2021,AK,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",35-44,0,0,
01/10/2021,01/04/2020,01/09/2021,AK,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",45-54,0,0,
01/10/2021,01/04/2020,01/09/2021,AK,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",55-64,0,0,
01/10/2021,01/04/2020,01/09/2021,AK,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",65-74,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/10/2021,01/04/2020,01/09/2021,AK,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",75-84,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/10/2021,01/04/2020,01/09/2021,AK,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",85+,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/10/2021,01/04/2020,01/09/2021,AK,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",Not stated,0,0,
01/10/2021,01/04/2020,01/09/2021,AK,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",All Ages,11,11,
01/10/2021,01/04/2020,01/09/2021,AK,Renal failure,Renal failure,N17-N19,0-24,0,0,
01/10/2021,01/04/2020,01/09/2021,AK,Renal failure,Renal failure,N17-N19,25-34,0,0,
01/10/2021,01/04/2020,01/09/2021,AK,Renal failure,Renal failure,N17-N19,35-44,0,0,
01/10/2021,01/04/2020,01/09/2021,AK,Renal failure,Renal failure,N17-N19,45-54,0,0,
01/10/2021,01/04/2020,01/09/2021,AK,Renal failure,Renal failure,N17-N19,55-64,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/10/2021,01/04/2020,01/09/2021,AK,Renal failure,Renal failure,N17-N19,65-74,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/10/2021,01/04/2020,01/09/2021,AK,Renal failure,Renal failure,N17-N19,75-84,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/10/2021,01/04/2020,01/09/2021,AK,Renal failure,Renal failure,N17-N19,85+,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/10/2021,01/04/2020,01/09/2021,AK,Renal failure,Renal failure,N17-N19,Not stated,0,0,
01/10/2021,01/04/2020,01/09/2021,AK,Renal failure,Renal failure,N17-N19,All Ages,12,12,
01/10/2021,01/04/2020,01/09/2021,AK,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",0-24,0,0,
01/10/2021,01/04/2020,01/09/2021,AK,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",25-34,0,0,
01/10/2021,01/04/2020,01/09/2021,AK,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",35-44,0,0,
01/10/2021,01/04/2020,01/09/2021,AK,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",45-54,0,0,
01/10/2021,01/04/2020,01/09/2021,AK,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",55-64,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/10/2021,01/04/2020,01/09/2021,AK,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",65-74,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/10/2021,01/04/2020,01/09/2021,AK,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",75-84,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/10/2021,01/04/2020,01/09/2021,AK,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",85+,0,0,
01/10/2021,01/04/2020,01/09/2021,AK,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",Not stated,0,0,
01/10/2021,01/04/2020,01/09/2021,AK,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",All Ages,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/10/2021,01/04/2020,01/09/2021,AK,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",0-24,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/10/2021,01/04/2020,01/09/2021,AK,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",25-34,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/10/2021,01/04/2020,01/09/2021,AK,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",35-44,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/10/2021,01/04/2020,01/09/2021,AK,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",45-54,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/10/2021,01/04/2020,01/09/2021,AK,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",55-64,12,24,
01/10/2021,01/04/2020,01/09/2021,AK,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",65-74,22,38,
01/10/2021,01/04/2020,01/09/2021,AK,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",75-84,12,19,
01/10/2021,01/04/2020,01/09/2021,AK,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",85+,17,23,
01/10/2021,01/04/2020,01/09/2021,AK,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",Not stated,0,0,
01/10/2021,01/04/2020,01/09/2021,AK,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",All Ages,73,120,
01/10/2021,01/04/2020,01/09/2021,AK,COVID-19,COVID-19,U071,0-24,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/10/2021,01/04/2020,01/09/2021,AK,COVID-19,COVID-19,U071,25-34,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/10/2021,01/04/2020,01/09/2021,AK,COVID-19,COVID-19,U071,35-44,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/10/2021,01/04/2020,01/09/2021,AK,COVID-19,COVID-19,U071,45-54,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/10/2021,01/04/2020,01/09/2021,AK,COVID-19,COVID-19,U071,55-64,26,26,
01/10/2021,01/04/2020,01/09/2021,AK,COVID-19,COVID-19,U071,65-74,40,40,
01/10/2021,01/04/2020,01/09/2021,AK,COVID-19,COVID-19,U071,75-84,47,47,
01/10/2021,01/04/2020,01/09/2021,AK,COVID-19,COVID-19,U071,85+,44,44,
01/10/2021,01/04/2020,01/09/2021,AK,COVID-19,COVID-19,U071,Not stated,0,0,
01/10/2021,01/04/2020,01/09/2021,AK,COVID-19,COVID-19,U071,All Ages,173,173,
01/10/2021,01/04/2020,01/09/2021,AZ,Respiratory diseases,Influenza and pneumonia,J09-J18,0-24,18,18,
01/10/2021,01/04/2020,01/09/2021,AZ,Respiratory diseases,Influenza and pneumonia,J09-J18,25-34,57,58,
01/10/2021,01/04/2020,01/09/2021,AZ,Respiratory diseases,Influenza and pneumonia,J09-J18,35-44,115,120,
01/10/2021,01/04/2020,01/09/2021,AZ,Respiratory diseases,Influenza and pneumonia,J09-J18,45-54,297,303,
01/10/2021,01/04/2020,01/09/2021,AZ,Respiratory diseases,Influenza and pneumonia,J09-J18,55-64,641,662,
01/10/2021,01/04/2020,01/09/2021,AZ,Respiratory diseases,Influenza and pneumonia,J09-J18,65-74,1024,1044,
01/10/2021,01/04/2020,01/09/2021,AZ,Respiratory diseases,Influenza and pneumonia,J09-J18,75-84,1143,1153,
01/10/2021,01/04/2020,01/09/2021,AZ,Respiratory diseases,Influenza and pneumonia,J09-J18,85+,876,881,
01/10/2021,01/04/2020,01/09/2021,AZ,Respiratory diseases,Influenza and pneumonia,J09-J18,Not stated,0,0,
01/10/2021,01/04/2020,01/09/2021,AZ,Respiratory diseases,Influenza and pneumonia,J09-J18,All Ages,4171,4239,
01/10/2021,01/04/2020,01/09/2021,AZ,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,0-24,0,0,
01/10/2021,01/04/2020,01/09/2021,AZ,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,25-34,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/10/2021,01/04/2020,01/09/2021,AZ,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,35-44,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/10/2021,01/04/2020,01/09/2021,AZ,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,45-54,15,16,
01/10/2021,01/04/2020,01/09/2021,AZ,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,55-64,55,59,
01/10/2021,01/04/2020,01/09/2021,AZ,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,65-74,124,126,
01/10/2021,01/04/2020,01/09/2021,AZ,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,75-84,173,177,
01/10/2021,01/04/2020,01/09/2021,AZ,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,85+,146,148,
01/10/2021,01/04/2020,01/09/2021,AZ,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,Not stated,0,0,
01/10/2021,01/04/2020,01/09/2021,AZ,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,All Ages,523,536,
01/10/2021,01/04/2020,01/09/2021,AZ,Respiratory diseases,Adult respiratory distress syndrome,J80,0-24,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/10/2021,01/04/2020,01/09/2021,AZ,Respiratory diseases,Adult respiratory distress syndrome,J80,25-34,18,18,
01/10/2021,01/04/2020,01/09/2021,AZ,Respiratory diseases,Adult respiratory distress syndrome,J80,35-44,43,43,
01/10/2021,01/04/2020,01/09/2021,AZ,Respiratory diseases,Adult respiratory distress syndrome,J80,45-54,109,109,
01/10/2021,01/04/2020,01/09/2021,AZ,Respiratory diseases,Adult respiratory distress syndrome,J80,55-64,237,237,
01/10/2021,01/04/2020,01/09/2021,AZ,Respiratory diseases,Adult respiratory distress syndrome,J80,65-74,315,315,
01/10/2021,01/04/2020,01/09/2021,AZ,Respiratory diseases,Adult respiratory distress syndrome,J80,75-84,302,302,
01/10/2021,01/04/2020,01/09/2021,AZ,Respiratory diseases,Adult respiratory distress syndrome,J80,85+,190,190,
01/10/2021,01/04/2020,01/09/2021,AZ,Respiratory diseases,Adult respiratory distress syndrome,J80,Not stated,0,0,
01/10/2021,01/04/2020,01/09/2021,AZ,Respiratory diseases,Adult respiratory distress syndrome,J80,All Ages,1223,1223,
01/10/2021,01/04/2020,01/09/2021,AZ,Respiratory diseases,Respiratory failure,J96,0-24,10,11,
01/10/2021,01/04/2020,01/09/2021,AZ,Respiratory diseases,Respiratory failure,J96,25-34,38,39,
01/10/2021,01/04/2020,01/09/2021,AZ,Respiratory diseases,Respiratory failure,J96,35-44,84,85,
01/10/2021,01/04/2020,01/09/2021,AZ,Respiratory diseases,Respiratory failure,J96,45-54,211,213,
01/10/2021,01/04/2020,01/09/2021,AZ,Respiratory diseases,Respiratory failure,J96,55-64,503,517,
01/10/2021,01/04/2020,01/09/2021,AZ,Respiratory diseases,Respiratory failure,J96,65-74,810,816,
01/10/2021,01/04/2020,01/09/2021,AZ,Respiratory diseases,Respiratory failure,J96,75-84,984,1008,
01/10/2021,01/04/2020,01/09/2021,AZ,Respiratory diseases,Respiratory failure,J96,85+,765,783,
01/10/2021,01/04/2020,01/09/2021,AZ,Respiratory diseases,Respiratory failure,J96,Not stated,0,0,
01/10/2021,01/04/2020,01/09/2021,AZ,Respiratory diseases,Respiratory failure,J96,All Ages,3405,3472,
01/10/2021,01/04/2020,01/09/2021,AZ,Respiratory diseases,Respiratory arrest,R09.2,0-24,0,0,
01/10/2021,01/04/2020,01/09/2021,AZ,Respiratory diseases,Respiratory arrest,R09.2,25-34,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/10/2021,01/04/2020,01/09/2021,AZ,Respiratory diseases,Respiratory arrest,R09.2,35-44,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/10/2021,01/04/2020,01/09/2021,AZ,Respiratory diseases,Respiratory arrest,R09.2,45-54,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/10/2021,01/04/2020,01/09/2021,AZ,Respiratory diseases,Respiratory arrest,R09.2,55-64,16,16,
01/10/2021,01/04/2020,01/09/2021,AZ,Respiratory diseases,Respiratory arrest,R09.2,65-74,33,33,
01/10/2021,01/04/2020,01/09/2021,AZ,Respiratory diseases,Respiratory arrest,R09.2,75-84,55,55,
01/10/2021,01/04/2020,01/09/2021,AZ,Respiratory diseases,Respiratory arrest,R09.2,85+,56,56,
01/10/2021,01/04/2020,01/09/2021,AZ,Respiratory diseases,Respiratory arrest,R09.2,Not stated,0,0,
01/10/2021,01/04/2020,01/09/2021,AZ,Respiratory diseases,Respiratory arrest,R09.2,All Ages,177,177,
01/10/2021,01/04/2020,01/09/2021,AZ,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",0-24,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
